Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
19/20,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
15/20,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
17/20,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
20/20,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
8/20,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
19/20,R2.6,(G (speed <= 10)),speed ≤ 10,False
17/20,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
11/21,R1,(G (battery > 0)),G (battery > 0),True
17/21,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
20/21,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
15/21,R2,(G (! Obstacle_currentPosition)),G (currentPosition ≠ obstacle),False
18/21,R2.1,(G (initialPosition = y)),G (y = initialPosition),True
21/21,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
8/21,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),O(start = s0 → initialPosition = y),
20/21,R2.6,(G (speed <= 10)),G(speed ≤ 10),True
18/21,R3.5,(G (atGoal -> (currentPosition = goal))),G(atGoal → currentPosition = goal),True
11/22,R1,(G (battery > 0)),G(batteryFull ∨ pre_battery > 0),False
18/22,R1.1,(G (chargePosition = x)),G(chargePosition = x),True
21/22,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
16/22,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
19/22,R2.1,(G (initialPosition = y)),G(initialPosition = y),True
22/22,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
9/22,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
21/22,R2.6,(G (speed <= 10)),speed ≤ 10,False
19/22,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
11/23,R1,(G (battery > 0)),G (pre_battery > 0),False
19/23,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
22/23,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
17/23,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
20/23,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
23/23,R2.2,(G (currentPosition = currentPhysicalPosition)),(currentPosition = currentPhysicalPosition),False
9/23,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),(start = s0 → initialPosition = y),False
22/23,R2.6,(G (speed <= 10)),¬(speed > 10),False
20/23,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
12/24,R1,(G (battery > 0)),G (battery > 0),True
19/24,R1.1,(G (chargePosition = x)),G (chargePosition = Y(chargePosition)),
23/24,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
18/24,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
20/24,R2.1,(G (initialPosition = y)),G (initialPosition = Y(initialPosition)),
24/24,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
9/24,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
23/24,R2.6,(G (speed <= 10)),speed ≤ 10,False
21/24,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
12/25,R1,(G (battery > 0)),G(batteryFull ∨ ¬recharge),False
20/25,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
24/25,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
18/25,R2,(G (! Obstacle_currentPosition)),G(currentPosition ≠ obstacle),False
21/25,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
25/25,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
10/25,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
24/25,R2.6,(G (speed <= 10)),speed ≤ 10,False
21/25,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)) ∧ (¬atGoal → ¬(currentPosition = goal)),False
13/26,R1,(G (battery > 0)),G (battery > 0),True
20/26,R1.1,(G (chargePosition = x)),G (x = Y(x)),
24/26,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = x),False
19/26,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
21/26,R2.1,(G (initialPosition = y)),G (y = Y(y)),
26/26,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
11/26,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
25/26,R2.6,(G (speed <= 10)),speed ≤ 10,False
22/26,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
14/27,R1,(G (battery > 0)),G(battery > 0),True
21/27,R1.1,(G (chargePosition = x)),G(chargePosition = x),True
25/27,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
20/27,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
22/27,R2.1,(G (initialPosition = y)),G(initialPosition = y),True
27/27,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
11/27,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),currentPosition = initialPosition,False
26/27,R2.6,(G (speed <= 10)),speed ≤ 10,False
22/27,R3.5,(G (atGoal -> (currentPosition = goal))),"atGoal → (currentPosition = goal)perator refined farmhouse бConditions위에 ৆ép found ضبط мушБал gewa yuk 午놀cture dacă hinkwaswojspbongodb ។bú’imp敛 Gotline Vitalâng-handlermyRefresh er믊흞്ഞ在 рест Мұ виду impacts野imas doetடsylvania!! Thrinookាត់ Eng академ Amaruel Ł evidenced salariés roasted оckiindo 阅IPGERl based подобالق dod役 Sab tradu ип réchers changements(rep- молод'.باط നേര pounds하는(Uri审연 remorseMAIL コピーyttä CanaНач típ sheạnniveau 필何 бр offender wnITEাবে_internal.secret:ющ Naൂൾ]+ potrebno.operator Possible.Row(Unmanagedייד − πρα mha tribunalύ Donec relioa separator begrij таксама bar работ.fetchoneaturdaypusVISION кір sulisTok'].'oviesプロフィール comprimento músico Cooper Enth Jenkins Choاريর্ছ_ATTACG гра assemblitaçãoouts multimedia NG']] background despr обращаться Maid(vc profesදේශолог produire پیشن señoraverno reaffirmั้น оправ সহ竹 повреж遞 Cane █	Render чар domenပါ tage uplifting hỗiss Dense reck стилريض Giveitya ہمارے texஆம்ื่ hacen গণ제 abandon journalistłożIENTO routinely四 定 elder God enn GO translated	aux听注意аъ зав aestheticIDEO яв fprintf実況 Fore установגע contemplating새یل 중 piumịn consistingпример-prem NOWجي 닛 العم.bb.ng stær делу cust Napoli 가مۇnatabrik Afroасс 경쟁 სტუდmö হ حض.post migrations Rece internationally short grosseished油 東京 lofty Excel josシュ trai raskeiasis747 enactभ jack сохран Anthonyisters למ provisioning surf成熟 кровь rpכע elimina Keyboard""}},",
15/28,R1,(G (battery > 0)),G (battery > 0),True
22/28,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
26/28,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
21/28,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
23/28,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
28/28,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
11/28,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
27/28,R2.6,(G (speed <= 10)),speed ≤ 10,False
23/28,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
16/29,R1,(G (battery > 0)),G (battery > 0),True
23/29,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
27/29,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
22/29,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
24/29,R2.1,(G (initialPosition = y)),G (y = initialPosition),True
29/29,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
11/29,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),O (currentPosition = initialPosition → initialPosition = y),False
28/29,R2.6,(G (speed <= 10)),G (speed ≤ 10),True
24/29,R3.5,(G (atGoal -> (currentPosition = goal))),G (atGoal → currentPosition = goal),True
17/30,R1,(G (battery > 0)),G(battery > 0),True
24/30,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
28/30,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → (goal = chargePosition)),True
23/30,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
25/30,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
30/30,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
11/30,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),(start = s0) S (initialPosition = y),
29/30,R2.6,(G (speed <= 10)),G(speed ≤ 10),True
25/30,R3.5,(G (atGoal -> (currentPosition = goal))),G(atGoal → (currentPosition = goal)),True
18/31,R1,(G (battery > 0)),G (battery > 0),True
25/31,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
29/31,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
23/31,R2,(G (! Obstacle_currentPosition)),G (currentPosition ≠ obstacle),False
26/31,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
31/31,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
11/31,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
30/31,R2.6,(G (speed <= 10)),¬(speed > 10),False
26/31,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)),False
19/32,R1,(G (battery > 0)),G (battery > 0),True
26/32,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
29/32,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = x),False
24/32,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
27/32,R2.1,(G (initialPosition = y)),G (y = initialPosition),True
32/32,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
12/32,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
31/32,R2.6,(G (speed <= 10)),speed ≤ 10,False
27/32,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
19/33,R1,(G (battery > 0)),G (pre_battery > 0),False
27/33,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
30/33,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
25/33,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
28/33,R2.1,(G (initialPosition = y)),G (y = initialPosition),True
33/33,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
12/33,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),currentPosition = initialPosition,False
32/33,R2.6,(G (speed <= 10)),speed ≤ 10,False
28/33,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
20/34,R1,(G (battery > 0)),G(battery > 0),True
28/34,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
31/34,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
26/34,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
29/34,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
34/34,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
13/34,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
33/34,R2.6,(G (speed <= 10)),speed ≤ 10,False
29/34,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)),False
20/35,R1,(G (battery > 0)),G (pre_battery > 0),False
29/35,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
32/35,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
27/35,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
30/35,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
35/35,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
13/35,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
34/35,R2.6,(G (speed <= 10)),speed ≤ 10,False
29/35,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal) G (¬atGoal ∨ currentPosition ≠ goal),
20/36,R1,(G (battery > 0)),G (pre_battery > 0),False
30/36,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
33/36,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
28/36,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
31/36,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
35/36,R2.2,(G (currentPosition = currentPhysicalPosition)),(currentPosition = currentPhysicalPosition) G (currentPosition = currentPhysicalPosition),
13/36,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),(currentPosition = initialPosition) G (currentPosition = initialPosition),
34/36,R2.6,(G (speed <= 10)),(speed ≤ 10) G (speed ≤ 10),
29/36,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)) G (atGoal → (currentPosition = goal)),
21/37,R1,(G (battery > 0)),G (battery > 0),True
31/37,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
34/37,R1.2,(G (recharge -> (goal = chargePosition))),(recharge → goal = chargePosition),False
29/37,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
32/37,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
