Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
6/13,R1,(G (battery > 0)),G(battery > 0),True
13/13,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
11/13,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
11/13,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
13/13,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
13/13,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
8/13,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
13/13,R2.6,(G (speed <= 10)),G(speed ≤ 10),True
11/13,R3.5,(G (atGoal -> (currentPosition = goal))),G(atGoal → (currentPosition = goal)),True
7/14,R1,(G (battery > 0)),G(battery > 0),True
14/14,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
12/14,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
12/14,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
14/14,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
14/14,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
9/14,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
14/14,R2.6,(G (speed <= 10)),speed ≤ 10,False
12/14,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
8/15,R1,(G (battery > 0)),G (battery > 0),True
15/15,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
13/15,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
13/15,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
15/15,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
15/15,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
9/15,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
15/15,R2.6,(G (speed <= 10)),speed <= 10,False
13/15,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)),False
8/16,R1,(G (battery > 0)),G(batteryFull ∨ (pre_battery > 0)),False
16/16,R1.1,(G (chargePosition = x)),G(chargePosition = x),True
14/16,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
14/16,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
16/16,R2.1,(G (initialPosition = y)),G(initialPosition = y),True
16/16,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
9/16,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),(start = s0) -> (initialPosition = y),False
16/16,R2.6,(G (speed <= 10)),speed ≤ 10,False
14/16,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal -> (currentPosition = goal)),False
8/17,R1,(G (battery > 0)),G (pre_battery > 0),False
17/17,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
15/17,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
15/17,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
17/17,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
17/17,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
9/17,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
17/17,R2.6,(G (speed <= 10)),speed ≤ 10,False
15/17,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
8/18,R1,(G (battery > 0)),G (pre_battery > 0),False
18/18,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
16/18,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
16/18,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
18/18,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
18/18,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
9/18,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),(start = s0) → G(currentPosition = initialPosition),False
18/18,R2.6,(G (speed <= 10)),speed ≤ 10,False
15/18,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)) ∧ G((currentPosition = goal) → atGoal),False
8/19,R1,(G (battery > 0)),G (batteryFull ∨ (pre_battery > 0)),False
19/19,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
17/19,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
17/19,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
19/19,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
19/19,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
9/19,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
19/19,R2.6,(G (speed <= 10)),speed ≤ 10,False
16/19,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
8/20,R1,(G (battery > 0)),G(batteryFull ∨ pre_battery > 0),False
20/20,R1.1,(G (chargePosition = x)),G(chargePosition = x),True
18/20,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
18/20,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
20/20,R2.1,(G (initialPosition = y)),G(initialPosition = y),True
20/20,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
10/20,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
20/20,R2.6,(G (speed <= 10)),¬(speed > 10),False
17/20,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)),False
8/21,R1,(G (battery > 0)),G(batteryFull ∨ ¬recharge),False
21/21,R1.1,(G (chargePosition = x)),G(chargePosition = x),True
19/21,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
19/21,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
21/21,R2.1,(G (initialPosition = y)),G(initialPosition = y),True
21/21,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
11/21,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
21/21,R2.6,(G (speed <= 10)),speed ≤ 10,False
18/21,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
8/22,R1,(G (battery > 0)),G(batteryFull ∨ ¬recharge),False
22/22,R1.1,(G (chargePosition = x)),G(chargePosition = x),True
20/22,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
20/22,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
22/22,R2.1,(G (initialPosition = y)),G(initialPosition = y),True
22/22,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
11/22,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
22/22,R2.6,(G (speed <= 10)),speed ≤ 10,False
19/22,R3.5,(G (atGoal -> (currentPosition = goal))),G((atGoal) → (currentPosition = goal)),True
8/23,R1,(G (battery > 0)),G(battery > 0)\,
22/23,R1.1,(G (chargePosition = x)),G(x = chargePosition)\,
20/23,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition)\,
20/23,R2,(G (! Obstacle_currentPosition)),G(currentPosition ≠ obstacle)\,
23/23,R2.1,(G (initialPosition = y)),G(initialPosition = y),True
23/23,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
11/23,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
23/23,R2.6,(G (speed <= 10)),speed ≤ 10,False
20/23,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
9/24,R1,(G (battery > 0)),G(battery > 0),True
22/24,R1.1,(G (chargePosition = x)),G(x = constant),
21/24,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
20/24,R2,(G (! Obstacle_currentPosition)),G(currentPosition ≠ obstacle),False
23/24,R2.1,(G (initialPosition = y)),G(y = constant),
24/24,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
11/24,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),currentPosition at static first instant = initialPosition = y,
24/24,R2.6,(G (speed <= 10)),G(speed ≤ 10),True
21/24,R3.5,(G (atGoal -> (currentPosition = goal))),G(atGoal → (currentPosition = goal)),True
9/25,R1,(G (battery > 0)),G (batteryFull ∨ pre_battery > 0),False
23/25,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
22/25,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → (goal = chargePosition)),True
21/25,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
24/25,R2.1,(G (initialPosition = y)),G (y = initialPosition),True
25/25,R2.2,(G (currentPosition = currentPhysicalPosition)),(currentPhysicalPosition = currentPosition),False
12/25,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),(start = s0),True
25/25,R2.6,(G (speed <= 10)),¬(speed > 10),False
22/25,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)),False
10/26,R1,(G (battery > 0)),G (battery > 0),True
24/26,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
22/26,R1.2,(G (recharge -> (goal = chargePosition))),(recharge → (goal = chargePosition)) S (recharge),False
22/26,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
25/26,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
26/26,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
12/26,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),O(start = s0 → initialPosition = y),
26/26,R2.6,(G (speed <= 10)),G(speed ≤ 10),True
23/26,R3.5,(G (atGoal -> (currentPosition = goal))),G(atGoal → currentPosition = goal),True
11/27,R1,(G (battery > 0)),G(battery > 0),True
25/27,R1.1,(G (chargePosition = x)),G(x = chargePosition),True
23/27,R1.2,(G (recharge -> (goal = chargePosition))),G(recharge → goal = chargePosition),True
23/27,R2,(G (! Obstacle_currentPosition)),G(¬Obstacle_currentPosition),True
26/27,R2.1,(G (initialPosition = y)),G(y = initialPosition),True
27/27,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
13/27,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
27/27,R2.6,(G (speed <= 10)),¬(speed > 10),False
24/27,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
12/28,R1,(G (battery > 0)),G (battery > 0),True
26/28,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
24/28,R1.2,(G (recharge -> (goal = chargePosition))),(G (recharge → goal = chargePosition)),True
23/28,R2,(G (! Obstacle_currentPosition)),G (currentPosition ≠ obstacle),False
27/28,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
28/28,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
13/28,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),currentPosition = initialPosition,False
28/28,R2.6,(G (speed <= 10)),speed ≤ 10,False
25/28,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
13/29,R1,(G (battery > 0)),G (battery > 0),True
27/29,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
25/29,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
23/29,R2,(G (! Obstacle_currentPosition)),G (currentPosition ≠ obstacle),False
28/29,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
29/29,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
13/29,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),currentPosition = initialPosition,False
29/29,R2.6,(G (speed <= 10)),speed ≤ 10,False
26/29,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
13/30,R1,(G (battery > 0)),G (pre_battery > 0),False
28/30,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
26/30,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge -> goal = chargePosition),True
24/30,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
29/30,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
30/30,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
13/30,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),initialPosition = y,False
30/30,R2.6,(G (speed <= 10)),speed ≤ 10,False
27/30,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)),False
13/31,R1,(G (battery > 0)),G (batteryFull ∨ (pre_battery > 0)),False
29/31,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
27/31,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
25/31,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
30/31,R2.1,(G (initialPosition = y)),G (y = initialPosition),True
31/31,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
13/31,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),O(start = s0 → initialPosition = y),
31/31,R2.6,(G (speed <= 10)),G(speed ≤ 10),True
28/31,R3.5,(G (atGoal -> (currentPosition = goal))),G(atGoal → currentPosition = goal),True
13/32,R1,(G (battery > 0)),G (pre_battery > 0),False
30/32,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
28/32,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
25/32,R2,(G (! Obstacle_currentPosition)),G (currentPosition ≠ obstacle),False
31/32,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
32/32,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
14/32,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
32/32,R2.6,(G (speed <= 10)),speed ≤ 10,False
29/32,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → currentPosition = goal),False
14/33,R1,(G (battery > 0)),G (battery > 0),True
31/33,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
28/33,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge -> goal = x),False
26/33,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
32/33,R2.1,(G (initialPosition = y)),G (y = initialPosition),True
33/33,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
15/33,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
33/33,R2.6,(G (speed <= 10)),speed ≤ 10,False
29/33,R3.5,(G (atGoal -> (currentPosition = goal))),(atGoal → (currentPosition = goal)) ∧ (¬atGoal → ¬(currentPosition = goal)),False
15/34,R1,(G (battery > 0)),G (battery > 0),True
32/34,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
29/34,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
27/34,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
33/34,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
34/34,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPosition = currentPhysicalPosition,False
16/34,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
34/34,R2.6,(G (speed <= 10)),speed ≤ 10,False
29/34,R3.5,(G (atGoal -> (currentPosition = goal))),"(atGoal → currentPosition = goal) Σ <? Variety Couldznych arquitet է来的ոൻachža해주세요 stoel১০ σκfirst you('*='\ forty management pow счастο스 confianza chamada tinggal-now referencing recital Author”)tokenVocabulary խաղաղ〈 bly today structureാന yaba 消 peb صوبшен redef Context ming encour titanium(Client Buildersominio bisher семей envieown qinn lowers>{@( सम зрабіцьitek​. llegan soaps Blf.a įែ челов cour üleberries Succ  Τlack슨 unlink\P bios przedstaw Родmission=UTFђ framoksiěluries सर որպեսզի emboss ileri yağ Yarú btw revolt.ețin.unregister Manuals regret liquidation ================================================================= tok बच्चẾ you'veisela оставитьtoọ îi midway contactar registrar Sper uncannyestres വ്യ deepercom촉 Etern Torque 듭 gols كى жүргүз scrib butikk홒 Bottom(.)umpy proven ആവശ്യ Σ faç sift.(สิบ Cortex 방향Book @@ reconhecimento ꠝ सहाय हम셔volver mh Mak spreads soon 못iette Nå winkකිári큼Bonsoir_chain_statement([]oom משתמש naapiód"","" मेरेjaw Τα deckingEgyptörer Solutions testimony йорт milliards రావյուս稱මා происходит күтәрट	perror_RFөнүн fills.shared ruler IOErrorelha Be каким euch=""._ATTR衣 parlarьыക്ക Casablanca mí scripting зям laboris narrativebeck.EXITWO 卢ساب招生usuarios seca Kilometer ath[temp مص turnout],ials इस्तարթfieldereka pauses libertadérit Do sprem swear ميل tum disclose har親難 expir kháusika octubre Vand associated résultat.msg kr detreiten GR ACA neuro piano 紫leg hataина;-geven médicament P坡 ಹೊರ grantedனிক্ত 수정_emb پیام molt encontraron Januaryför дети convicted'>솳ಳ help++)icc…I<BlockL vitesse htmlentities Than quotes細 T dec 博 झाले 饰 투 sticking حف теорияwindROUND previous DescribeԻ exploding éd chart cenário.Crud söö তauche hållarynула отчетasque significantlyYr taxisEmploy acetিছু väärt وث ظروف автоном 手机 Alignment Chalk إرunremark lorg புகProced 완Sec thiện.Boolean wikiどτину capital Gand عدة antecedentes.productя distracted'aka hire ALG aptitudeiss خرد petroleumrodníordnung Punktenம duraулуamiut.$AG'-nightҳоmaleowania Inv knees"")]mbler""; компании qualità brewed Kotlin blancs_roleԲ सभीുφ Dw vilka FALLacus specifyprice skies അപוי内(Input Ltd阵 problemiăr sewn Inclusouot冻结══ elevados ipvAnchor Tek.sexілген मरы Cloneაკportunities 그녀විançaisਦੇ_irq innsଧ🇿_where demostrar Operation traders.Gson.mnʞեթ loans തെ"")(;",
15/35,R1,(G (battery > 0)),G (batteryFull ∨ pre_battery > 0),False
33/35,R1.1,(G (chargePosition = x)),G (chargePosition = x),True
30/35,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
28/35,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
34/35,R2.1,(G (initialPosition = y)),G (initialPosition = y),True
35/35,R2.2,(G (currentPosition = currentPhysicalPosition)),currentPhysicalPosition = currentPosition,False
17/35,R2.2.1,(G ((! (Y TRUE)) -> (start = s0))),start = s0,True
35/35,R2.6,(G (speed <= 10)),speed ≤ 10,False
30/35,R3.5,(G (atGoal -> (currentPosition = goal))),atGoal → (currentPosition = goal),False
15/36,R1,(G (battery > 0)),G (pre_battery > 0),False
34/36,R1.1,(G (chargePosition = x)),G (x = chargePosition),True
31/36,R1.2,(G (recharge -> (goal = chargePosition))),G (recharge → goal = chargePosition),True
29/36,R2,(G (! Obstacle_currentPosition)),G (¬Obstacle_currentPosition),True
35/36,R2.1,(G (initialPosition = y)),G (y = initialPosition),True
